iter	Logloss
269	0.2082857676
270	0.2080341326
271	0.2079097242
272	0.2076005243
273	0.2073949394
274	0.2072244679
275	0.2070914845
276	0.2069586366
277	0.2067609628
278	0.2065557719
279	0.2063276638
280	0.2061085002
281	0.2058537139
282	0.205668565
283	0.2055934925
284	0.2052574736
285	0.2049575819
286	0.2047456979
287	0.2045495775
288	0.2043878875
289	0.2042537932
290	0.2041201838
291	0.2039809676
292	0.2038182843
293	0.2037032452
294	0.2035778273
295	0.2033298311
296	0.2029885613
297	0.2028551875
298	0.2026976253
299	0.2025845591
300	0.2024214852
301	0.2022933823
302	0.2020205181
303	0.2018366274
304	0.2017073717
305	0.2015933611
306	0.2014425562
307	0.2012347189
308	0.2008961429
309	0.2007891155
310	0.2006715888
311	0.2005332862
312	0.2003257809
313	0.2002494057
314	0.2001396661
315	0.1999448455
316	0.1997244676
317	0.1995384365
318	0.1993504906
319	0.199116311
320	0.1990016231
321	0.1988475592
322	0.1986784521
323	0.1984300225
324	0.1982704406
325	0.198159577
326	0.1980226478
327	0.197861157
328	0.1977233624
329	0.1975036956
330	0.1974149452
331	0.197373536
332	0.1972263675
333	0.1970721398
334	0.1968853472
335	0.1966252206
336	0.19646635
337	0.1962305408
338	0.1959759387
339	0.1959071913
340	0.1957407015
341	0.1955491324
342	0.1953538469
343	0.1950599216
344	0.1948745279
345	0.1946064261
346	0.1944100776
347	0.1941631254
348	0.1939664691
349	0.1937942441
350	0.1935656253
351	0.193424485
352	0.1933109635
353	0.1931456274
354	0.1930831217
355	0.1928556325
356	0.1927422953
357	0.1925738799
358	0.1924746213
359	0.1922214972
360	0.1920485849
361	0.1918880888
362	0.1917776543
363	0.1916078651
364	0.1914752872
365	0.1913181616
366	0.1911095652
367	0.1909558552
368	0.1908087891
369	0.1905886174
370	0.1904080665
371	0.1902948909
372	0.1901257625
373	0.1899627995
374	0.1897722305
375	0.1895961344
376	0.1894366281
377	0.1893192298
378	0.1891304753
379	0.1890857399
380	0.1888954916
381	0.1886688318
382	0.1884094253
383	0.1882935919
384	0.1881328217
385	0.1880549525
386	0.1879339198
387	0.1878193119
388	0.1877313485
389	0.1875232489
390	0.1874366438
391	0.1872419456
392	0.1870401786
393	0.1868607491
394	0.1866772208
395	0.1864667896
396	0.1862879828
397	0.1861514492
398	0.1860659415
399	0.185962915
400	0.1857596384
401	0.1855196899
402	0.1853808882
403	0.1852803949
404	0.1851556171
405	0.1849836623
406	0.1848640346
407	0.1847374545
408	0.1845929898
409	0.18446223
410	0.1843067822
411	0.1842131369
412	0.1840447817
413	0.1839596582
414	0.1838129678
415	0.183678559
416	0.1835768023
417	0.1834452187
418	0.1833696954
419	0.1831417529
420	0.1830255463
421	0.1828110035
422	0.1826835197
423	0.1824027245
424	0.1823495014
425	0.1821288867
426	0.1818356312
427	0.181756434
428	0.1816136126
429	0.1814760747
430	0.1813141797
431	0.1811631284
432	0.1809292386
433	0.1808645034
434	0.1807436958
435	0.1806129367
436	0.1804804954
437	0.1803783584
438	0.1802395779
439	0.1801206582
440	0.1799792394
441	0.1798837623
442	0.1797817862
443	0.1796924457
444	0.1795693249
445	0.1793675465
446	0.1792495409
447	0.1791739133
448	0.1790443682
449	0.1789626192
450	0.1788644385
451	0.1787808494
452	0.1786712557
453	0.1785929232
454	0.1785271712
455	0.1784288458
456	0.1783886222
457	0.1782714129
458	0.1780799714
459	0.1779636749
460	0.1779036913
461	0.1778562536
462	0.1776791818
463	0.1775902407
464	0.1775460559
465	0.1774231262
466	0.1773090568
467	0.1772215048
468	0.1770712046
469	0.1769390041
470	0.1768558884
471	0.176786553
472	0.1767204008
473	0.1766428168
474	0.1764906074
475	0.1763709833
476	0.1762748535
477	0.1762048235
478	0.1760836064
479	0.1759976425
480	0.1758875556
481	0.1757288301
482	0.1755599862
483	0.1753344823
484	0.1752050526
485	0.1751015093
486	0.174949322
487	0.1748596668
488	0.1746859765
489	0.1746151525
490	0.1744586327
491	0.1743906258
492	0.1743251539
493	0.1742140743
494	0.1741065766
495	0.174056088
496	0.1740071855
497	0.1738953285
498	0.1737615535
499	0.1736405673
500	0.1735723462
501	0.1734505435
502	0.1733746657
503	0.1731829537
504	0.1730792125
505	0.1729868711
506	0.1727887663
507	0.1725894635
508	0.1724839106
509	0.1724024387
510	0.1722793783
511	0.1722099006
512	0.1721801584
513	0.1720892799
514	0.1719201842
515	0.1718635093
516	0.1716883035
517	0.1715839513
518	0.1714624839
519	0.171366639
520	0.1712439875
521	0.1711902142
522	0.1710760238
523	0.1709927589
524	0.1708648944
525	0.1707212731
526	0.1706942572
527	0.1705830763
528	0.1705243604
529	0.1704205989
530	0.1702602059
531	0.1701368674
532	0.1700427795
533	0.1699568438
534	0.16983352
535	0.169719428
536	0.1695556596
537	0.1694533976
538	0.1694141682
539	0.1693540395
540	0.1692849496
541	0.1691552224
542	0.1690827972
543	0.1689395828
544	0.1688062612
545	0.1687297902
546	0.1686541276
547	0.1684915658
548	0.1683590275
549	0.1681785303
550	0.1680675074
551	0.1679717448
552	0.1678070726
553	0.167728433
554	0.1676399314
555	0.1674986927
556	0.1673728256
557	0.1672504041
558	0.167176206
559	0.1671078129
560	0.1670053147
561	0.1669039561
562	0.1668003548
563	0.1667248369
564	0.1665163353
565	0.1664461837
566	0.1663426539
567	0.1662622758
568	0.1662206841
569	0.1661504257
570	0.1660174685
571	0.1658750572
572	0.1658101251
573	0.1657369718
574	0.1656138099
575	0.1654797872
576	0.165324502
577	0.1652801439
578	0.1651656648
579	0.1651003394
580	0.1649416897
581	0.1648535868
582	0.1647606768
583	0.1647100315
584	0.1645859888
585	0.1645058641
586	0.1644643481
587	0.1643801907
588	0.1641760032
589	0.1640658014
590	0.1639945552
591	0.1639029398
592	0.1638214311
593	0.1637024333
594	0.1636324407
595	0.1635521851
596	0.1634402447
597	0.1633005013
598	0.1631690715
599	0.1631399239
600	0.1630458454
601	0.1629723631
602	0.1628610011
603	0.1628144667
604	0.1627713793
605	0.1626954764
606	0.1625355397
607	0.1624201385
608	0.1622581103
609	0.1621860558
610	0.1620742136
611	0.1620093414
612	0.1618839357
613	0.1618258131
614	0.1617373298
615	0.1616690985
616	0.1615794268
617	0.1614719785
618	0.1613439351
619	0.1612942606
620	0.1611952589
621	0.1610967863
622	0.1609829218
623	0.1608716627
624	0.1607960259
625	0.1607042527
626	0.160490082
627	0.1604471892
628	0.160321063
629	0.1602540779
630	0.1601770751
631	0.1601145893
632	0.1600744305
633	0.1599788107
634	0.1598728923
635	0.1597885563
636	0.1597472149
637	0.1596805533
638	0.1596253668
639	0.159574613
640	0.1594898326
641	0.1593719239
642	0.1592433593
643	0.1591385599
644	0.1590316227
645	0.1589615234
646	0.1589281848
647	0.1588268926
648	0.1587332006
649	0.1586904418
650	0.1586058199
651	0.1585589666
652	0.158465951
653	0.1583815045
654	0.1582750987
655	0.1582093432
656	0.1581317336
657	0.1580383266
658	0.157980094
659	0.1578841784
660	0.157818733
661	0.1576968236
662	0.1575975768
663	0.1575523362
664	0.1574503004
665	0.1573893621
666	0.1573437527
667	0.157199996
668	0.1569914665
669	0.1568640203
670	0.15673431
671	0.1566743843
672	0.1566153731
673	0.1565066974
674	0.1564517597
675	0.1563485227
676	0.1561715097
677	0.1561026922
678	0.1560576833
679	0.1559651558
680	0.1558556654
681	0.1557908639
682	0.1556307573
683	0.1555188991
684	0.1554249643
685	0.1553879684
686	0.1553207299
687	0.1552197631
688	0.1551364865
689	0.1550108314
690	0.1549328795
691	0.1548578022
692	0.1547801852
693	0.1546901319
694	0.1546292157
695	0.1545771441
696	0.1544868347
697	0.154432174
698	0.1543272193
699	0.1542420975
700	0.1541834732
701	0.154126219
702	0.1540573307
703	0.1539681243
704	0.1538419031
705	0.15371577
706	0.1535996518
707	0.1535126359
708	0.1534285722
709	0.1533168116
710	0.1532478755
711	0.1531472992
712	0.1530551094
713	0.1529336106
714	0.1528421711
715	0.1527595649
716	0.1526902934
717	0.1525638096
718	0.1524938652
719	0.1524090015
720	0.1523317339
721	0.1522351772
722	0.1521846034
723	0.1521273575
724	0.1520474882
725	0.1519944158
726	0.1519391082
727	0.1519023425
728	0.1518586759
729	0.1517311846
730	0.1516573208
731	0.1515694685
732	0.151466678
733	0.1513965788
734	0.1512922722
735	0.1512218953
736	0.1511698267
737	0.1510767163
738	0.1510059943
739	0.1509522446
740	0.1508824271
741	0.1508396603
742	0.1507845137
743	0.1507045614
744	0.1505956788
745	0.1504921454
746	0.150369918
747	0.1502685367
748	0.1502467362
749	0.1501939178
750	0.1500916899
751	0.1499860695
752	0.1499348206
753	0.1498262544
754	0.1498019895
755	0.1497288988
756	0.1496616865
757	0.1495546562
758	0.1494732433
759	0.1493781946
760	0.14930034
761	0.1492582511
762	0.1491747776
763	0.1490571422
764	0.1489836764
765	0.1489220724
766	0.1488267522
767	0.1487688386
768	0.1487118842
769	0.1486151299
770	0.1485495478
771	0.1484690329
772	0.1483810138
773	0.1483178132
774	0.1482776197
775	0.1482308468
776	0.1481972674
777	0.1481488512
778	0.1480624093
779	0.1479922954
780	0.1479123634
781	0.1478269873
782	0.1477832621
783	0.1476972666
784	0.1475854873
785	0.1474955383
786	0.1474173274
787	0.147317767
788	0.147230368
789	0.1471454109
790	0.147107854
791	0.1470391267
792	0.1469099872
793	0.1468755215
794	0.1468000555
795	0.1467409368
796	0.1466640768
797	0.1465321937
798	0.1464440734
799	0.1463497381
800	0.1462217974
801	0.1461250444
802	0.1460361526
803	0.1460008205
804	0.1459053462
805	0.1458447024
806	0.1458059304
807	0.1457253938
808	0.1456302986
809	0.1455292683
810	0.1454566454
811	0.1453684195
812	0.1452752435
813	0.1452291785
814	0.1451024839
815	0.1450667205
816	0.1449821786
817	0.1449334835
818	0.1448518065
819	0.1447909412
820	0.1447061573
821	0.1446168995
822	0.1445829911
823	0.1445157382
824	0.1444716874
825	0.1443810838
826	0.1443075663
827	0.1442334479
828	0.1441721606
829	0.1441386958
830	0.1440299937
831	0.143932165
832	0.1438303047
833	0.1437175549
834	0.1436326054
835	0.1435217153
836	0.1434459394
837	0.1433884428
838	0.143318992
839	0.1432433495
840	0.1431798718
841	0.1431107826
842	0.1430316479
843	0.1429417736
844	0.142863966
845	0.1428166864
846	0.1427394348
847	0.1426519933
848	0.1425712476
849	0.1424764359
850	0.1423774992
851	0.1423085324
852	0.1422177644
853	0.1421308198
854	0.1420939999
855	0.1419910829
856	0.1418952051
857	0.14183973
858	0.1417756327
859	0.1417392978
860	0.1416671274
861	0.1415990207
862	0.1415257854
863	0.1414621269
864	0.1413960607
865	0.141304053
866	0.1412260377
867	0.1411659456
868	0.1410882025
869	0.1409990491
870	0.1409642327
871	0.1409048349
872	0.1408250797
873	0.1407702191
874	0.1407077887
875	0.1406387467
876	0.1405676286
877	0.1404787592
878	0.1403801121
879	0.1403189861
880	0.1402654328
881	0.1402132648
882	0.1401231416
883	0.1400205653
884	0.1399392338
885	0.1398962007
886	0.1398113719
887	0.1397598702
888	0.139708614
889	0.1396046898
890	0.1394989915
891	0.1394406398
892	0.1394013772
893	0.1392257007
894	0.1391710169
895	0.1391165394
896	0.1390933747
897	0.1390401769
898	0.1389813964
899	0.1389204376
900	0.1388584571
901	0.1388112952
902	0.1387094736
903	0.1386193124
904	0.1385755227
905	0.1385473261
906	0.1384695615
907	0.1383806712
908	0.1383427507
909	0.1383203686
910	0.1382509492
911	0.1381833105
912	0.138106969
913	0.1380466199
914	0.138002845
915	0.1379584717
916	0.13792671
917	0.1378627507
918	0.1377846536
919	0.1377192965
920	0.1376793575
921	0.1376145036
922	0.1375484804
923	0.1375064765
924	0.1374552611
925	0.1373688363
926	0.1373029413
927	0.1372430653
928	0.1370849798
929	0.1369993576
930	0.1369358214
931	0.1368548352
932	0.1367872697
933	0.1367097491
934	0.1366628114
935	0.1366092741
936	0.1365731149
937	0.1365106177
938	0.1364295255
939	0.1363867573
940	0.1363308642
941	0.1362426411
942	0.1361868214
943	0.1361187586
944	0.1360845921
945	0.1359946332
946	0.1359695716
947	0.1358843475
948	0.1358489973
949	0.135823321
950	0.1357655947
951	0.1356041615
952	0.1355286459
953	0.1354236972
954	0.1353792324
955	0.1353284835
956	0.1352350303
957	0.1351760761
958	0.1351260222
959	0.1350778589
960	0.1349802531
961	0.1349290877
962	0.1348683368
963	0.1348077402
964	0.1347186299
965	0.1346538922
966	0.134560976
967	0.1344639347
968	0.1344152495
969	0.1343345346
970	0.1342732824
971	0.1341864903
972	0.134120777
973	0.1340465296
974	0.1339641878
975	0.1338977441
976	0.1338772597
977	0.1338111046
978	0.1337743702
979	0.1337348872
980	0.1336708326
981	0.1335894041
982	0.1335476978
983	0.1335132154
984	0.1334326964
985	0.1333575519
986	0.1333335481
987	0.1332926996
988	0.1332029963
989	0.1330914482
990	0.1330444866
991	0.1329873657
992	0.1329607905
993	0.1329020961
994	0.1327637942
995	0.1326556461
996	0.1325817645
997	0.1325050192
998	0.1324160864
999	0.1323242474
